,id,rank,name,symbol,category,tokenRole,totalTokensForSale,endDate,type,tokensForSale,startDate,ieoPlatformExchange,ICO_price,intended_raise,hardCap,softCap,actual_raised,platform,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
288,100581,694.0,XDEFI Wallet,XDEFI,Wallet,Utility,,2021-11-17,IDO,8880101,2021-11-17,,1.24,11011325.0,,,,,2022-02-19 00:00:00+00:00,0.8510366,0.159037464625,0.12825601985887097,2022-03-21 00:00:00+00:00,0.95562102,0.186495414684375,0.2786555478301412,2022-04-20 00:00:00+00:00,1.101525676298,0.18080932012826945,0.42446951567551977,,,,,,,,,,,,
485,100740,1121.0,Charli3,C3,Blockchain Service,Utility,,2021-04-27,IDO,5354925,2021-04-23,,0.047475548210292,254228.0,,,,,2022-02-19 00:00:00+00:00,0.35830318,0.0669579067625,1.410366162933207,2022-03-21 00:00:00+00:00,0.26245714,0.051220151228125,2.489240513182863,2022-04-20 00:00:00+00:00,0.292920441619,0.04808126314295339,3.501998974232715,,,,,,,,,,,,
69,100743,174.0,APENFT,NFT,Blockchain Service,Utility,,2021-05-20,IEO,3999960000000,2021-05-20,"{'id': 35, 'name': 'Huobi Global', 'slug': 'huobipro'}",7.2e-08,288000.0,,,,,2021-05-20 00:00:00+00:00,3.92e-06,7.3255e-07,10.174305555555556,2021-06-19 00:00:00+00:00,3.21e-06,6.264515625000001e-07,18.875021701388892,2021-07-19 00:00:00+00:00,2.02e-06,3.3157177768800006e-07,23.48018528038889,2021-08-18 00:00:00+00:00,2.3e-06,3.7082023815e-07,28.630466365805557,2021-09-17 00:00:00+00:00,4.17e-06,6.69690416574e-07,37.93172215155556,2021-10-17 00:00:00+00:00,3.29e-06,4.34405333208e-07,43.96512955722223
1119,100888,,Peoplez,LEZ,Social,Utility,,2021-11-30,IDO,185714,2021-11-29,,0.7,130000.0,,,,,2022-04-04 00:00:00+00:00,0.044668522057,0.008347430059401875,0.011924900084859823,2022-05-04 00:00:00+00:00,0.038959102724,0.007603112390980625,0.022786489214832145,,,,,,,,,,,,,,,,
715,101315,1596.0,Nakamoto Games,NAKA,Gaming,Utility,,2021-10-01,IDO,277777,2021-10-01,,0.18,50000.0,,,,"['moonSTART', 'synapse']",2022-02-19 00:00:00+00:00,0.52436353,0.09799043466875001,0.5443913037152779,2022-03-21 00:00:00+00:00,0.40488948,0.07901671258125001,0.9833730402777779,2022-04-20 00:00:00+00:00,0.402070513517,0.06599764105087066,1.350026601671504,,,,,,,,,,,,
292,101541,703.0,Netvrk,NTVRK,VR,Utility,,2021-09-11,IDO,523663,2021-09-10,,0.15,78550.0,,,,"['TPAD', 'POOLZ', 'cyberfi']",2022-02-19 00:00:00+00:00,2.38700561,0.44607167336875003,2.973811155791667,2022-03-21 00:00:00+00:00,1.7603742,0.34354802746875,5.264131338916668,2022-04-20 00:00:00+00:00,1.369907917506,0.2248627739981834,6.763216498904558,,,,,,,,,,,,
1184,101638,,Charged Particles,IONX,DeFi,Utility,,2021-05-31,IDO,1000000,2021-05-31,,0.2,200000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,0.25541306,0.04773031558750001,0.23865157793750003,2022-03-21 00:00:00+00:00,0.20719909,0.0404361974078125,0.4408325649765625,2022-04-20 00:00:00+00:00,0.151325458414,0.024839233294941334,0.5650287314512692,,,,,,,,,,,,
1567,101725,,Phuture,PHTR,Protocol,Utility,,2021-06-03,IDO,833333,2021-06-03,,0.3,250000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,0.12228478,0.0228519682625,0.07617322754166668,2022-03-21 00:00:00+00:00,0.12293078,0.023990710034375,0.15614226098958334,2022-04-20 00:00:00+00:00,0.111619575394,0.01832173318721204,0.21721470494695685,,,,,,,,,,,,
1944,101889,,DeFIRE,CWAP,DeFi,Utility,,2021-05-21,IDO,175000,2021-05-21,,1.75,306250.0,,,,,2022-02-19 00:00:00+00:00,0.1092801,0.020421718687500003,0.011669553535714288,2022-03-21 00:00:00+00:00,0.09170189,0.0178961969703125,0.02189595180446429,2022-04-20 00:00:00+00:00,0.107735698517,0.01768421637511887,0.03200121830453222,,,,,,,,,,,,
1068,102589,,Liquidifty,LQT,Non-Fungible Tokens (NFT),Utility,,2021-06-15,IDO,100000,2021-06-15,,1.0,100000.0,,,,"['BSCPAD', 'PAID', 'TPAD']",2022-02-22 00:00:00+00:00,0.10197842,0.0190572172375,0.0190572172375,2022-03-24 00:00:00+00:00,0.065774450785,0.012836295161010156,0.031893512398510154,2022-04-23 00:00:00+00:00,0.081553784125,0.013386600583915666,0.04528011298242582,,,,,,,,,,,,
1763,102876,,DontPlaywithKitty,DPK,Gaming,Utility,,2021-12-21,IDO,200000,2021-12-21,,0.4,80000.0,,,,,2022-02-19 00:00:00+00:00,0.30649778,0.0572767726375,0.14319193159375,2022-03-21 00:00:00+00:00,0.4308803,0.084088983546875,0.3534143904609375,,,,,,,,,,,,,,,,
714,103746,1595.0,Babylons,BABI,Non-Fungible Tokens (NFT),Utility,,2021-08-19,IDO,3750000,2021-08-18,,0.04,150000.0,,,,"['TPAD', 'CGG']",2022-02-19 00:00:00+00:00,0.11848214,0.0221413499125,0.5535337478125,2022-03-21 00:00:00+00:00,0.07219636,0.014089570881250001,0.90577301984375,2022-04-20 00:00:00+00:00,0.049954950334,0.008199827567604024,1.1107687090338505,,,,,,,,,,,,
316,104083,761.0,Crabada,CRA,Gaming,Utility,,2021-11-11,IDO,37777778,2021-10-10,,0.018,680000.0,,,,['XAVA'],2022-02-19 00:00:00+00:00,1.25971234,0.23540874353750005,13.078263529861115,2022-03-21 00:00:00+00:00,1.00459608,0.19605320373750001,23.97010818194445,2022-04-20 00:00:00+00:00,0.663728572932,0.10894735783632803,30.022739172851566,,,,,,,,,,,,
389,104259,942.0,EPIK Prime,EPIK,Entertainment,Utility,,2021-08-27,IEO,9000000,2021-08-27,"{'id': 35, 'name': 'Huobi Global', 'slug': 'huobipro'}",0.005,45000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.13355123,0.02495738610625,4.99147722125,2022-03-21 00:00:00+00:00,0.05375598,0.010490815471875,7.089640315624999,2022-04-20 00:00:00+00:00,0.067872631406,0.011140915372103861,9.317823390045772,,,,,,,,,,,,
1369,104287,,DeFinity Network,DEFX,Exchange token,Utility,,2021-05-25,IDO,1440000,2021-05-25,,0.1,144000.0,,,,['CARDS'],2022-02-19 00:00:00+00:00,0.02135701,0.00399109124375,0.039910912437499994,2022-03-21 00:00:00+00:00,0.01171294,0.002285853446875,0.06276944690624998,,,,,,,,,,,,,,,,
1512,104383,,CROP Finance ,CROP,DeFi,Utility,,2021-06-04,IDO,2500000,2021-06-04,,0.04,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,104404,,Polars,POL,DeFi,Utility,,2021-05-31,IDO,750000,2021-05-31,,0.2,150000.0,,,,['zendit'],2022-03-14 00:00:00+00:00,0.00870531,0.0016268048062500003,0.008134024031250001,2022-04-13 00:00:00+00:00,0.007102052295,0.0013860098931960938,0.01506407349723047,2022-05-13 00:00:00+00:00,0.005171755073,0.0008489148630304665,0.0193086478123828,,,,,,,,,,,,
317,106523,763.0,Ternoa,CAPS,Blockchain infrastructure,Utility,,2021-05-28,IDO,18750000,2021-05-27,,0.008,150000.0,,,,"['PAID', 'DAO']",2022-02-19 00:00:00+00:00,0.05560174,0.0103905751625,1.2988218953125,2022-03-21 00:00:00+00:00,0.04642953,0.0090610129640625,2.4314485158203127,2022-04-20 00:00:00+00:00,0.042544958055,0.00698351850195928,3.304388328565223,,,,,,,,,,,,
1200,106541,,Virtue Poker,VPP,Gambling and betting,Utility,,2021-05-28,IDO,2000000,2021-05-28,,0.125,250000.0,,,,,2022-02-19 00:00:00+00:00,0.05599665,0.010464373968750001,0.08371499175000001,2022-03-21 00:00:00+00:00,0.03669875,0.007161990429687501,0.14101091518750003,2022-04-20 00:00:00+00:00,0.044607823141,0.007322126345372908,0.1995879259504833,,,,,,,,,,,,
882,106628,1902.0,CryptoTycoon ,CTT,Gaming,Utility,,2021-05-24,IDO,10000,2021-05-24,,30.0,300000.0,,,,['zendit'],2022-02-19 00:00:00+00:00,7.57105252,1.414840439675,0.04716134798916667,2022-03-21 00:00:00+00:00,6.1462311,1.199475413109375,0.08714386175947916,2022-04-20 00:00:00+00:00,4.665651073254,0.7658407031835415,0.11267188519893055,,,,,,,,,,,,
2046,107949,,AXIA,AXC,Blockchain Service,Utility,,2021-06-07,IEO,30000,2021-06-07,"{'id': 72, 'name': 'BitMart', 'slug': 'bitmart'}",1.0,30000.0,,,,,2022-02-19 00:00:00+00:00,11.7621286,2.198047782125,2.198047782125,2022-03-21 00:00:00+00:00,13.86510823,2.705862528010938,4.903910310135938,,,,,,,,,,,,,,,,
355,107961,846.0,Lossless Protocol,LSS,Security,Utility,,2021-06-03,IDO,2597402,2021-06-03,,0.077,200000.0,,,,"['PAID', 'DAO']",2022-02-19 00:00:00+00:00,0.56333173,0.10527261704375002,1.3671768447240262,2022-03-21 00:00:00+00:00,0.38035162,0.074227995840625,2.331176790706169,2022-04-20 00:00:00+00:00,0.672476677387,0.11038331058164716,3.7647262787795093,,,,,,,,,,,,
960,107991,2030.0,NftyPlay,POLO,Non-Fungible Tokens (NFT),Utility,,2021-08-06,IDO,14727272,2021-08-06,,0.0055,81000.0,,,,"['PKF', 'POOLZ', 'BSCS', 'moonSTART']",2022-02-19 00:00:00+00:00,0.00165173,0.00030866704375,0.05612128068181818,2022-03-21 00:00:00+00:00,0.00125812,0.00024552998125,0.10076309545454545,2022-04-20 00:00:00+00:00,0.000999568125,0.00016407355451807478,0.13059465082146815,,,,,,,,,,,,
1905,108078,,NFTBomb,NBP,Non-Fungible Tokens (NFT),Utility,1000000.0,2021-11-17,IEO,0,2021-11-17,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.05,50000.0,50000.0,,,,2022-02-19 00:00:00+00:00,0.01320623,0.00246791423125,0.049358284625,2022-03-21 00:00:00+00:00,0.00848081,0.0016550830765625,0.08245994615624999,2022-04-20 00:00:00+00:00,0.007102377208,0.0011658157607263833,0.10577626137077766,,,,,,,,,,,,
1521,118131,,ParaState,STATE,Blockchain Service,,,2022-01-19,IDO,50000000,2022-01-10,,0.164,8200000.0,,,,,2022-02-19 00:00:00+00:00,0.20984548,0.039214874075,0.23911508582317073,2022-03-21 00:00:00+00:00,0.04792897,0.0093536380515625,0.29614946418635674,2022-04-20 00:00:00+00:00,0.085014909574,0.013954725097740471,0.38123925136770104,,,,,,,,,,,,
586,118662,1359.0,X World Games,XWG,Gaming,Utility,,2021-09-21,IEO,329406,2021-09-20,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.091073,30000.0,,,,,2022-02-19 00:00:00+00:00,0.07926297,0.014812267518750002,0.16264169972165188,2022-03-21 00:00:00+00:00,0.05701024,0.011125904649999999,0.28480638793879637,2022-04-20 00:00:00+00:00,0.024208183146,0.003973638772433614,0.32843774709500745,,,,,,,,,,,,
228,120008,558.0,Panther Protocol,ZKP,Blockchain Service,Utility,,2021-11-23,IDO,25000000,2021-11-23,,0.4,10000000.0,,,,,2022-02-19 00:00:00+00:00,0.18222633,0.03405354541875,0.085133863546875,2022-03-21 00:00:00+00:00,0.30712642,0.059937640403125006,0.2349779645546875,2022-04-20 00:00:00+00:00,0.200135098892,0.0328510646125664,0.31710562608610354,,,,,,,,,,,,
1478,120861,,WagyuSwap,WAG,DeFi,,,2021-09-07,IDO,10000000,2021-09-07,,0.01,100000.0,,,,['BSCPAD'],2022-02-19 00:00:00+00:00,0.13044887,0.02437763258125,2.437763258125,2022-03-21 00:00:00+00:00,0.09820981,0.0191662582328125,4.35438908140625,2022-04-20 00:00:00+00:00,0.097056137222,0.01593122571991535,5.947511653397785,,,,,,,,,,,,
1451,120892,,CryptoArt.Ai,CART,Marketplace,Utility,,2021-07-26,IEO,100000,2021-07-26,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.2,20000.0,,,,['POOLZ'],2022-02-19 00:00:00+00:00,0.07029397,0.013136185643750001,0.06568092821875,2022-03-21 00:00:00+00:00,0.05831281,0.0113801093265625,0.1225814748515625,2022-04-20 00:00:00+00:00,0.057953293967,0.009512711239363087,0.17014503104837794,,,,,,,,,,,,
1287,122540,,QANX Token,QANX,Blockchain Service,Utility,,2021-06-01,IDO,18181818,2021-06-01,,0.011,200000.19,,,,"['TPAD', 'cyberfi']",2022-02-19 00:00:00+00:00,0.05347722,0.0099935554875,0.9085050443181819,2022-03-21 00:00:00+00:00,0.04875898,0.009515619690625001,1.7735613798295455,2022-04-20 00:00:00+00:00,0.034692253583,0.005694540689365445,2.2912468970445863,,,,,,,,,,,,
1985,123463,,Fanadise,FAN,DeFi,Utility,,2021-07-30,IDO,875000,2021-07-29,,0.12,105000.0,,,,"['SFUND', 'BSCPAD', 'POOLZ', 'duck']",2022-02-19 00:00:00+00:00,0.01791637,0.0033481216437500003,0.02790101369791667,2022-03-21 00:00:00+00:00,0.0140029,0.0027327534531250003,0.05067395914062501,2022-04-20 00:00:00+00:00,0.010399658488,0.0017070461644625042,0.06489934384447921,,,,,,,,,,,,
1645,123542,,StartFi,STFI,Non-Fungible Tokens (NFT),Utility,,2021-08-14,IEO,1000000,2021-08-14,"{'id': 110, 'name': 'MEXC Global', 'slug': 'mxc'}",0.2,200000.0,200000.0,,,,2022-02-19 00:00:00+00:00,0.06494502,0.012136600612500001,0.060683003062500004,2022-03-21 00:00:00+00:00,0.05685298,0.011095214378125,0.11615907495312501,2022-04-20 00:00:00+00:00,0.049008594931,0.008044488585773652,0.15638151788199323,,,,,,,,,,,,
578,123636,1339.0,NFTb,NFTB,DeFi,Utility,,2021-06-21,IDO,20000000,2021-06-21,,0.006,120000.0,,,,['AUCTION'],2022-02-19 00:00:00+00:00,0.13637768,0.02548557895,4.247596491666667,2022-03-21 00:00:00+00:00,0.08982288,0.017529496425,7.169179229166667,2022-04-20 00:00:00+00:00,0.081090119277,0.013310492575052894,9.387594658342149,,,,,,,,,,,,
1098,124350,,Delta theta,DLTA,Trading and investment,Utility,,2021-06-16,IEO,388888,2021-06-16,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.09,35000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.03599029,0.006725685443750001,0.0747298382638889,2022-03-21 00:00:00+00:00,0.0257371,0.005022755921875,0.13053823739583334,2022-04-20 00:00:00+00:00,0.026505242383,0.004350688284644868,0.17887921833633189,,,,,,,,,,,,
1563,124442,,ByteNext,BNU,DeFi,Utility,,2021-06-01,IDO,1000000,2021-06-01,,0.09,90000.0,,,,['BSCS'],2022-02-19 00:00:00+00:00,0.03872685,0.007237080093750001,0.08041200104166668,2022-03-21 00:00:00+00:00,0.03567103,0.0069614244484375,0.15776116157986111,2022-04-20 00:00:00+00:00,0.037406794497,0.006140117499495042,0.22598468935202826,,,,,,,,,,,,
1249,124466,,Kampay,KAMPAY,DeFi,Utility,,2021-06-03,IDO,20000000,2021-06-03,,0.01704,280000.0,,,,,2022-02-19 00:00:00+00:00,0.00679136,0.0012691354000000001,0.07447977699530517,2022-03-21 00:00:00+00:00,0.00306814,0.000598766696875,0.10961866765698357,2022-04-20 00:00:00+00:00,0.003386789371,0.0005559226596026205,0.1422432368824895,,,,,,,,,,,,
558,124527,1290.0,ClearDAO,CLH,DeFi,Utility,,2022-01-07,IEO,20000000,2022-01-05,"{'id': 36, 'name': 'Kucoin', 'slug': 'kucoin'}",0.01,200000.0,,,,,2022-02-19 00:00:00+00:00,0.0751521,0.014044048687500001,1.4044048687500001,2022-03-21 00:00:00+00:00,0.05941989,0.0115961629078125,2.5640211595312503,2022-04-20 00:00:00+00:00,0.041065715631,0.0067407090761388904,3.2380920671451388,,,,,,,,,,,,
1214,125012,,gotEM,GOTEM,DeFi,Utility,,2021-10-17,IDO,16666667,2021-10-16,,0.009,150000.0,,,,,2022-02-19 00:00:00+00:00,0.00181454,0.0003390921625,0.03767690694444444,2022-03-21 00:00:00+00:00,0.00096978,0.000189258628125,0.05870564340277778,2022-04-20 00:00:00+00:00,0.000918382822,0.0001507474380636941,0.07545535874318823,,,,,,,,,,,,
215,125342,530.0,HUMAN Protocol,HMT,Artificial Intelligence,Utility,,2021-06-18,ICO,100000000,2021-06-17,,0.5,50000000.0,,,,,2022-02-19 00:00:00+00:00,0.4411025,0.0824310296875,0.164862059375,2022-03-21 00:00:00+00:00,0.37023815,0.0722542889609375,0.309370637296875,2022-04-20 00:00:00+00:00,0.347399454212,0.05702369039649199,0.423418018089859,,,,,,,,,,,,
1741,125792,,EmiSwap,ESW,Exchange token,Utility,,2021-07-01,IDO,1621621,2021-06-30,,0.185,300000.0,,,,"['PAID', 'zendit']",2022-02-19 00:00:00+00:00,0.01055797,0.00197302064375,0.010664976452702703,2022-03-21 00:00:00+00:00,0.00817154,0.001594727103125,0.019285122956081084,2022-04-20 00:00:00+00:00,0.010087940348,0.0016558793635628028,0.02823582221858272,,,,,,,,,,,,
1538,126090,,Carbon GEMS,GEMS,Blockchain Service,Utility,,2021-05-31,IDO,8000000,2021-05-31,,0.025,200000.0,,,,,2022-02-19 00:00:00+00:00,0.00167943,0.00031384348125000004,0.012553739250000001,2022-03-21 00:00:00+00:00,0.00173395,0.0003383911796875,0.0260893864375,2022-04-20 00:00:00+00:00,0.00121515915,0.00019946162353432626,0.034067851378873054,,,,,,,,,,,,
170,126234,413.0,Yield Guild Games,YGG,Gaming,Utility,,2021-07-27,IDO,25000000,2021-07-27,,0.2,12500000.0,,,,,2022-02-19 00:00:00+00:00,2.9408847,0.5495778283125,2.7478891415624997,2022-03-21 00:00:00+00:00,2.60587395,0.5085525880546875,5.290652081835938,2022-04-20 00:00:00+00:00,2.083349353768,0.3419702221653474,7.000503192662674,,,,,,,,,,,,
141,126360,346.0,Efinity Token,EFI,Network,,,2021-06-25,ICO,100000000,2021-06-24,,0.2,20000000.0,,,,,2022-02-19 00:00:00+00:00,0.42628891,0.07966274005625001,0.39831370028125007,2022-03-21 00:00:00+00:00,0.43790793,0.08546046946406251,0.8256160476015625,2022-04-20 00:00:00+00:00,0.458798702457,0.07530925810624518,1.2021623381327884,,,,,,,,,,,,
944,126473,2003.0,Meme.com,MEM,DeFi,Utility,,2021-06-15,IDO,1041667,2021-06-15,,0.48,500000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,0.07145573,0.01335328954375,0.027819353216145835,2022-03-21 00:00:00+00:00,0.06254431,0.012205912998437502,0.0532483386295573,2022-04-20 00:00:00+00:00,0.077037166804,0.012645222943192704,0.0795925530945421,,,,,,,,,,,,
364,127044,867.0,TronPad,TRONPAD,DeFi,Utility,,2021-06-04,IDO,100000000,2021-06-04,,0.00150000015,150000.0,,,,,2022-02-19 00:00:00+00:00,0.03080059,0.00575586025625,3.8372397871093544,2022-03-21 00:00:00+00:00,0.02712385,0.005293388851562501,7.366165335258467,2022-04-20 00:00:00+00:00,0.014896769193,0.0024452219025400215,8.99631310727037,,,,,,,,,,,,
2007,127061,,Petro,PETRO,DeFi,Utility,,2021-06-09,IDO,781249,2021-06-09,,0.064,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,127152,482.0,Swarm,BZZ,Cloud Storage,Utility,,2021-06-15,ICO,5173934,2021-06-14,,1.92,9933953.0,,,,,2022-02-19 00:00:00+00:00,1.68981357,0.31578391089375,0.16447078692382813,2022-03-21 00:00:00+00:00,1.20559516,0.23527943044375002,0.2870121569466146,2022-04-20 00:00:00+00:00,1.319686645563,0.2166192312180384,0.39983467320600957,,,,,,,,,,,,
864,127363,1872.0,Crafting Finance,CRF,DeFi,Utility,,2021-12-17,IEO,2000000,2021-12-16,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.04,80000.0,,,,,2022-02-19 00:00:00+00:00,0.02679975,0.005008203281250001,0.12520508203125003,2022-03-21 00:00:00+00:00,0.02540738,0.004958409003125,0.249165307109375,2022-04-20 00:00:00+00:00,0.014500009304,0.0023800959709999107,0.30866770638437274,,,,,,,,,,,,
1590,128239,,TFS,TFS,Gambling and betting,,,2021-12-15,IDO,50000000,2021-12-06,,0.006,300000.0,,,,,2022-03-07 00:00:00+00:00,0.00330162,0.0006169902375,0.10283170625,2022-04-06 00:00:00+00:00,0.002844899203,0.0005551998600854688,0.1953650162642448,2022-05-06 00:00:00+00:00,0.001427213535,0.00023426917274273494,0.23440987838803398,,,,,,,,,,,,
526,129569,1231.0,Lithium Finance,LITH,DeFi,Utility,,2021-08-05,IDO,33333333,2021-08-05,,0.006,200000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,0.00622639,0.00116355663125,0.19392610520833334,2022-03-21 00:00:00+00:00,0.00508646,0.000992654459375,0.3593685151041667,2022-04-20 00:00:00+00:00,0.004267338777,0.0007004599526172405,0.47611184054037337,,,,,,,,,,,,
892,129591,1924.0,Formation Fi,FORM,DeFi,Utility,,2021-06-18,IDO,6666666,2021-06-07,,0.03,200000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.02369586,0.0044281638375000005,0.14760546125000001,2022-03-21 00:00:00+00:00,0.0126912,0.002476767,0.23016436125,2022-04-20 00:00:00+00:00,0.011690259631,0.0019188911720222441,0.29412740031740814,,,,,,,,,,,,
1186,129641,,BaconDAO,BACON,DeFi,Utility,,2021-08-26,IEO,750000,2021-08-25,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.04,30000.0,,,,,2022-02-19 00:00:00+00:00,0.01063695,0.00198778003125,0.049694500781250005,2022-03-21 00:00:00+00:00,0.00655717,0.0012796727078125002,0.0816863184765625,2022-04-20 00:00:00+00:00,0.007642691501,0.0012545053501522472,0.11304895223036869,,,,,,,,,,,,
1913,129719,,Shield,SLD,Exchange token,Utility,,2021-06-08,ICO,3000000,2021-06-08,,0.045,135000.0,,,,,2022-02-19 00:00:00+00:00,0.15235424,0.0284711986,0.6326933022222223,2022-03-21 00:00:00+00:00,0.14941016,0.029158326537499998,1.2806561141666666,2022-04-20 00:00:00+00:00,0.122206802146,0.020059567640155897,1.726424283947909,,,,,,,,,,,,
2028,130361,,Octopus Protocol,OPS,Exchange token,Utility,,2021-06-12,IDO,666667,2021-06-11,,0.15,100000.0,,,,"['PAID', 'TPAD', 'AUCTION', 'trustswap']",2022-02-19 00:00:00+00:00,0.02207521,0.0041253048687500005,0.02750203245833334,2022-03-21 00:00:00+00:00,0.01294564,0.00252642255625,0.044344849500000005,2022-04-20 00:00:00+00:00,0.007881382205,0.001293685103143772,0.052969416854291816,,,,,,,,,,,,
1568,130412,,Cryption Network,CNT,Exchange token,Utility,,2021-06-08,IDO,540000,2021-06-08,,0.12,65000.0,,,,"['PAID', 'POOLZ']",2022-02-19 00:00:00+00:00,0.0258694,0.004834344125000001,0.04028620104166668,,,,,,,,,,,,,,,,,,,,
1094,130497,,BunnyPark ,BP,DeFi,Utility,,2021-08-30,IEO,64516,2021-08-30,,1.55,100000.0,,,,,2022-02-19 00:00:00+00:00,0.1115276,0.02084172025,0.013446271129032258,2022-03-21 00:00:00+00:00,0.11672367,0.0227793537234375,0.028142628369959677,2022-04-20 00:00:00+00:00,0.070917476559,0.01164070978802708,0.035652763717073925,,,,,,,,,,,,
1072,130516,,Pera Finance,PERA,DeFi,Utility,,2021-06-17,IDO,2500000,2021-06-16,,0.1,250000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.02301188,0.004300345075,0.04300345075,2022-03-21 00:00:00+00:00,0.03687972,0.00719730785625,0.11497652931249999,2022-04-20 00:00:00+00:00,0.028062604175,0.004606320570722495,0.16103973501972493,,,,,,,,,,,,
1642,131102,,NFT Champions,CHAMP,Gaming,Utility,,2021-10-21,IDO,110000000,2021-10-21,,0.01,1100000.0,,,,,2022-02-19 00:00:00+00:00,0.10276476,0.019204164525,1.9204164525,2022-03-21 00:00:00+00:00,0.05280794,0.010305799540625,2.9509964065625,2022-04-20 00:00:00+00:00,0.032301853959,0.005302169871189996,3.4812133936814993,,,,,,,,,,,,
1479,131272,,Hypersign,HID,Security,Utility,,2021-06-09,IDO,800000,2021-06-09,,0.25,200000.0,,,,['PAID'],2022-02-19 00:00:00+00:00,0.05357383,0.010011609481250001,0.040046437925000004,2022-03-21 00:00:00+00:00,0.03319711,0.006478623498437501,0.06596093191875001,2022-04-20 00:00:00+00:00,0.034487618987,0.005660951057300006,0.08860473614795003,,,,,,,,,,,,
544,131322,1266.0,Aldrin,RIN,Exchange token,Utility,,2021-06-09,IDO,250000,2021-06-09,,2.0,500000.0,,,,['zendit'],2022-02-19 00:00:00+00:00,1.50403599,0.28106672563125,0.140533362815625,2022-03-21 00:00:00+00:00,0.98455377,0.1921418216765625,0.23660427365390624,2022-04-20 00:00:00+00:00,1.009818665237,0.16575612375007698,0.3194823355289447,,,,,,,,,,,,
1055,131826,,Demodyfi,DMOD,Exchange token,Utility,,2021-06-10,IDO,1200000,2021-06-10,,0.25,300000.0,,,,"['BSCPAD', 'PAID']",2022-02-19 00:00:00+00:00,0.05282923,0.00987246235625,0.039489849425,2022-03-21 00:00:00+00:00,0.0334722,0.00653230903125,0.06561908555,2022-04-20 00:00:00+00:00,0.027846504956,0.004570849084484466,0.08390248188793786,,,,,,,,,,,,
580,132125,1342.0,iMe Smart Platform,LIME,Wallet,Utility,,2021-06-10,IEO,1250000,2021-06-09,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.02,25000.0,,,,,2022-02-19 00:00:00+00:00,0.03303658,0.006173710887500001,0.30868554437500006,2022-03-21 00:00:00+00:00,0.02840604,0.0055436162437500006,0.5858663565625001,2022-04-20 00:00:00+00:00,0.030749531741,0.0050473648031866105,0.8382345967218304,,,,,,,,,,,,
1771,132297,,Moonfarm Finance,MFO,Exchange token,Utility,,2021-06-11,IDO,150000,2021-06-11,,0.4,60000.0,,,,['POOLZ'],2022-02-19 00:00:00+00:00,0.08358889,0.015620673818750002,0.039051684546875,2022-03-21 00:00:00+00:00,0.04498974,0.008780028946875,0.06100175691406251,2022-04-20 00:00:00+00:00,0.096962436399,0.01591584525038419,0.10079137004002298,,,,,,,,,,,,
349,132773,833.0,Opulous ,OPUL,DeFi,Utility,,2021-09-23,IEO,800000,2021-09-23,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.05,40000.0,,,,"['DAO', 'trustswap']",2022-02-19 00:00:00+00:00,0.68700602,0.1283842499875,2.56768499975,2022-03-21 00:00:00+00:00,0.37113469,0.0724292543453125,4.01627008665625,2022-04-20 00:00:00+00:00,0.520385137374,0.08541832924827292,5.724636671621708,,,,,,,,,,,,
663,132914,1499.0,CoinsPaid,CPD,Financial services,Utility,,2021-08-25,IDO,11000000,2021-08-25,,0.02,220000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.02774642,0.0051851122375,0.259255611875,2022-03-21 00:00:00+00:00,0.02017133,0.0039365611203125,0.456083667890625,2022-04-20 00:00:00+00:00,0.016830567534,0.0027626441568051083,0.5942158757308803,,,,,,,,,,,,
1996,134098,,iBetYou,IBY,Gambling and betting,Utility,,2021-06-14,IDO,2846428,2021-06-13,,0.07,144029.29,,,,"['TPAD', 'POOLZ']",,,,,,,,,,,,,,,,,,,,,,,,
